"word","part_of_speech"
"somerset","SM"
"somersetted",NA
"somersetting",NA
"something","SM"
"sometime","S"
"someway","S"
"somewhat","S"
"somewhere",NA
"somnambulism","M"
"somnambulist","SM"
"somnolence","M"
"somnolent",NA
"son","SM"
"sonar","SM"
"sonata","SM"
"sonatina","SM"
"song","MS"
"songbird","SM"
"songbook","SM"
"songfest","SM"
"songster","MS"
"songstress","MS"
"songwriter","SM"
"songwriting",NA
"sonic",NA
"sonnet","SM"
"sonny","SM"
"sonogram","SM"
"sonority","M"
"sonorous","YP"
"sonorousness","M"
"sonsofbitches",NA
"soon","RT"
"soot","M"
"sooth","MDRSZG"
"soothe",NA
"soother","M"
"soothing","Y"
"soothsayer","MS"
"soothsaying","M"
"sooty","RT"
"sop","SM"
"soph",NA
"sophism","M"
"sophist","MS"
"sophistic",NA
"sophistical",NA
"sophisticate","DSMGN"
"sophisticated","U"
"sophistication","M"
"sophistry","SM"
"sophomore","MS"
"sophomoric",NA
"soporific","MS"
"soporifically",NA
"sopped",NA
"sopping",NA
"soppy","RT"
"soprano","MS"
"sorbet","SM"
"sorcerer","MS"
"sorceress","MS"
"sorcery","M"
"sordid","PY"
"sordidness","M"
"sore","MYTRSP"
"sorehead","MS"
"soreness","M"
"sorghum","M"
"sorority","SM"
"sorrel","SM"
"sorrily",NA
"sorriness","M"
"sorrow","SMDG"
"sorrowful","YP"
"sorrowfulness","M"
"sorry","RTP"
"sort","FASGDM"
"sorta",NA
"sorted","U"
"sorter","SM"
"sortie","DSM"
"sortieing",NA
"sot","SM"
"sottish",NA
"sou'wester",NA
"sou","SMH"
"souffle","SM"
"sough","MDG"
"soughs",NA
"sought","U"
"souk","S"
"soul","MS"
"soulful","YP"
"soulfulness","M"
"soulless","YP"
"soulmate","SM"
"sound","JPSMDRYZTG"
"soundalike","S"
"soundbar","S"
"soundbite","S"
"soundboard","MS"
"soundcheck","S"
"sounder","M"
"sounding","M"
"soundless","Y"
"soundness","UM"
"soundproof","GDS"
"soundproofing","M"
"soundscape","S"
"soundtrack","SM"
"soup","MDGS"
"soupcon","MS"
"soupy","RT"
"sour","MDRYTGSP"
"source","ADSMG"
"sourdough","M"
"sourdoughs",NA
"sourish",NA
"sourness","M"
"sourpuss","MS"
"sousaphone","MS"
"souse","DSMG"
"south","M"
"southbound",NA
"southeast","ZMR"
"southeaster","MY"
"southeastern",NA
"southeastward","S"
"southerly","SM"
"southern","SZMR"
"southerner","M"
"southernmost",NA
"southpaw","SM"
"southward","MS"
"southwest","ZMR"
"southwester","MY"
"southwestern",NA
"southwestward","S"
"souvenir","SM"
"sovereign","SM"
"sovereignty","M"
"soviet","SM"
"sow's",NA
"sow","ASGD"
"sower","SM"
"sown","A"
"soy","M"
"soybean","MS"
"sozzled",NA
"spa","SM"
"space","DRSMZG"
"spacecraft","MS"
"spaceflight","MS"
"spaceman","M"
"spacemen",NA
"spaceport","SM"
"spacer","M"
"spaceship","SM"
"spacesuit","SM"
"spacetime",NA
"spacewalk","SGMD"
"spacewoman","M"
"spacewomen",NA
"spacey",NA
"spacial",NA
"spacier",NA
"spaciest",NA
"spaciness","M"
"spacing","M"
"spacious","YP"
"spaciousness","M"
"spade","DSMG"
"spadeful","MS"
"spadework","M"
"spadices",NA
"spadix","M"
"spaghetti","M"
"spake",NA
"spam","MS"
"spammed",NA
"spammer","SM"
"spamming",NA
"span","MS"
"spandex","M"
"spangle","DSMG"
"spangly",NA
"spaniel","SM"
"spank","SMDGJ"
"spanking","M"
"spanned",NA
"spanner","SM"
"spanning",NA
"spar","MS"
"spare","DRSMYTGP"
"spareness","M"
"spareribs","M"
"sparing","UY"
"spark","SMDYG"
"sparkle","DRSMZG"
"sparkler","M"
"sparky","RT"
"sparred",NA
"sparring",NA
"sparrow","SM"
"sparrowhawk","S"
"sparse","RYTP"
"sparseness","M"
"sparsity","M"
"spartan",NA
"spasm","SM"
"spasmodic",NA
"spasmodically",NA
"spastic","SM"
"spat","MS"
"spate","SM"
"spathe","SM"
"spatial","Y"
"spatted",NA
"spatter","SGMD"
"spatting",NA
"spatula","SM"
"spavin","MD"
"spawn","SMDG"
"spay","DGS"
"speak","SRZGJ"
"speakeasy","SM"
"speaker","M"
"speakerphone","S"
"spear","SMDG"
"spearfish","GMDS"
"speargun",NA
"spearhead","GMDS"
"spearmint","M"
"spec","MS"
"special","SMY"
"specialism","S"
"specialist","MS"
"specialization","MS"
"specialize","GDS"
"specialty","SM"
"specie","SM"
"species","M"
"specif",NA
"specifiable",NA
"specific","MS"
"specifically",NA
"specification","M"
"specificity","M"
"specified","U"
"specify","XNZDRSG"
"specimen","SM"
"specious","YP"
"speciousness","M"
"speck","SMDG"
"speckle","MGDS"
"specs","M"
"spectacle","SM"
"spectacles","M"
"spectacular","MYS"
"spectate","DSG"
"spectator","SM"
"specter","AMS"
"spectra",NA
"spectral",NA
"spectrometer","MS"
"spectroscope","MS"
"spectroscopic",NA
"spectroscopy","M"
"spectrum","M"
"speculate","DSXGNV"
"speculation","M"
"speculative","Y"
"speculator","MS"
"sped",NA
"speech","MS"
"speechify","DSG"
"speechless","YP"
"speechlessness","M"
"speechwriter","S"
"speed","SMRZG"
"speedboat","SM"
"speeder","M"
"speedily",NA
"speediness","M"
"speeding","M"
"speedometer","MS"
"speedster","SM"
"speedup","MS"
"speedway","SM"
"speedwell","M"
"speedy","TPR"
"speleological",NA
"speleologist","MS"
"speleology","M"
"spell","JSMDRZG"
"spellbind","ZGRS"
"spellbinder","M"
"spellbound",NA
"spellcheck","MDRZGS"
"spellchecker","M"
"spelldown","SM"
"speller","M"
"spelling","M"
"spelunker","MS"
"spelunking","M"
"spend","BSRZG"
"spender","M"
"spending","M"
"spendthrift","MS"
"spent","U"
"sperm","SM"
"spermatozoa",NA
"spermatozoon","M"
"spermicidal",NA
"spermicide","MS"
"spew","MDRZGS"
"spewer","M"
"sphagnum","MS"
"sphere","SM"
"spherical","Y"
"spheroid","SM"
"spheroidal",NA
"sphincter","MS"
"sphinx","MS"
"spic","S"
"spice","DSMG"
"spicily",NA
"spiciness","M"
"spicule","MS"
"spicy","PRT"
"spider","SM"
"spiderweb","MS"
"spidery",NA
"spiel","SMDG"
"spiff","SDG"
"spiffy","TR"
"spigot","SM"
"spike","DSMG"
"spikiness","M"
"spiky","RPT"
"spill","SMDG"
"spillage","MS"
"spillover","SM"
"spillway","MS"
"spin","MS"
"spinach","M"
"spinal","SMY"
"spindle","MGDS"
"spindly","TR"
"spine","SM"
"spineless","YP"
"spinet","SM"
"spinless",NA
"spinnaker","SM"
"spinner","MS"
"spinneret","SM"
"spinney","S"
"spinning","M"
"spinster","SM"
"spinsterhood","M"
"spinsterish",NA
"spiny","RT"
"spiracle","SM"
"spiral","SGMDY"
"spire's",NA
"spire","IFAS"
"spirea","SM"
"spirit's",NA
"spirit","ISGD"
"spirited","Y"
"spiritless",NA
"spiritual","MYS"
"spiritualism","M"
"spiritualist","MS"
"spiritualistic",NA
"spirituality","M"
"spirituous",NA
"spirochete","SM"
"spiry",NA
"spit","MDGS"
"spitball","SM"
"spite","ASM"
"spiteful","PY"
"spitefuller",NA
"spitefullest",NA
"spitefulness","M"
"spitfire","SM"
"spitted",NA
"spitting",NA
"spittle","M"
"spittoon","MS"
"spiv","S"
"splanchnic",NA
"splash","GMDS"
"splashdown","MS"
"splashily",NA
"splashiness","M"
"splashy","RTP"
"splat","SM"
"splatted",NA
"splatter","GSMD"
"splatting",NA
"splay","SMDG"
"splayfeet",NA
"splayfoot","MD"
"spleen","SM"
"splendid","RYT"
"splendor","MS"
"splendorous",NA
"splenectomy",NA
"splenetic",NA
"splice","DRSMZG"
"splicer","M"
"spliff","S"
"spline","S"
"splint","SZGMDR"
"splinter","MDG"
"splintery",NA
"split","SM"
"splitting","MS"
"splodge","S"
"splosh","DSG"
"splotch","MDSG"
"splotchy","TR"
"splurge","DSMG"
"splutter","GMDS"
"spoil's",NA
"spoil","CSDRZG"
"spoilage","M"
"spoiled","U"
"spoiler","CM"
"spoilsport","MS"
"spoke","SM"
"spoken","U"
"spokesman","M"
"spokesmen",NA
"spokespeople",NA
"spokesperson","MS"
"spokeswoman","M"
"spokeswomen",NA
"spoliation","CM"
"sponge","DRSMZG"
"sponger","M"
"sponginess","M"
"spongy","RPT"
"sponsor","MDGS"
"sponsorship","M"
"spontaneity","M"
"spontaneous","Y"
"spoof","SMDG"
"spook","SMDG"
"spookiness","M"
"spooky","RPT"
"spool","SMDG"
"spoon","SMDG"
"spoonbill","MS"
"spoonerism","MS"
"spoonful","SM"
"spoor","SMDG"
"sporadic",NA
"sporadically",NA
"spore","DSMG"
"sporran","S"
"sport","SMDGV"
"sportiness","M"
"sporting","Y"
"sportive","Y"
"sportscast","MRZGS"
"sportscaster","M"
"sportsman","M"
"sportsmanlike","U"
"sportsmanship","M"
"sportsmen",NA
"sportspeople",NA
"sportsperson",NA
"sportswear","M"
"sportswoman","M"
"sportswomen",NA
"sportswriter","SM"
"sporty","TPR"
"spot","CMS"
"spotless","PY"
"spotlessness","M"
"spotlight","GSMD"
"spotlit",NA
"spotted",NA
"spotter","MS"
"spottily",NA
"spottiness","M"
"spotting",NA
"spotty","TPR"
"spousal","MS"
"spouse","SM"
"spout","SMDG"
"sprain","GSMD"
"sprang",NA
"sprat","SM"
"sprawl","GSMD"
"spray's",NA
"spray","ASDG"
"sprayer","MS"
"spread","ZGBSMR"
"spreadeagled",NA
"spreader","M"
"spreadsheet","MS"
"spree","DSM"
"spreeing",NA
"sprig","SM"
"sprigged",NA
"sprightliness","M"
"sprightly","RTP"
"spring","GSM"
"springboard","MS"
"springbok","MS"
"springily",NA
"springiness","M"
"springlike",NA
"springtime","M"
"springy","RPT"
"sprinkle","DRSJMZG"
"sprinkler","M"
"sprinkling","M"
"sprint","ZGSMDR"
"sprinter","M"
"sprite","SM"
"spritz","ZGMDRS"
"spritzer","M"
"sprocket","MS"
"sprog","S"
"sprout","GSMD"
"spruce","DRSPMYTG"
"spruceness","M"
"sprung",NA
"spry","RYT"
"spryness","M"
"spud","MS"
"spume","DSMG"
"spumoni","M"
"spumy",NA
"spun",NA
"spunk","SM"
"spunky","TR"
"spur","MS"
"spurge","M"
"spurious","PY"
"spuriousness","M"
"spurn","SDG"
"spurred",NA
"spurring",NA
"spurt","SMDG"
"sputa",NA
"sputnik","MS"
"sputter","MDGS"
"sputum","M"
"spy","GDSM"
"spyglass","MS"
"spymaster","S"
"spyware","M"
"sq",NA
"sqq",NA
"squab","SM"
"squabble","MZGDRS"
"squabbler","M"
"squad","SM"
"squadron","MS"
"squalid","PTRY"
"squalidness","M"
"squall","SGMD"
"squally",NA
"squalor","M"
"squamous",NA
"squander","GDS"
"square","PDRSMYTG"
"squareness","M"
"squarish",NA
"squash","GMDS"
"squashy","TR"
"squat","SMP"
"squatness","M"
"squatted",NA
"squatter","MS"
"squattest",NA
"squatting",NA
"squaw","SM"
"squawk","SZGMDR"
"squawker","M"
"squeak","SZGMDR"
"squeaker","M"
"squeakily",NA
"squeakiness","M"
"squeaky","TRP"
"squeal","SZGMDR"
"squealer","M"
"squeamish","PY"
"squeamishness","M"
"squeegee","MDS"
"squeegeeing",NA
"squeeze","BMZGDRS"
"squeezebox","S"
"squeezer","M"
"squelch","GMDS"
"squelchy",NA
"squib","SM"
"squid","SM"
"squidgy",NA
"squiffy",NA
"squiggle","DSMG"
"squiggly",NA
"squint","STGMDR"
"squire","DSMG"
"squirm","SGMD"
"squirmy","RT"
"squirrel","SGMD"
"squirt","SGMD"
"squish","GMDS"
"squishy","RT"
"sriracha",NA
"ssh",NA
"st",NA
"stab","MYS"
"stabbed",NA
"stabber","MS"
"stabbing","MS"
"stability","IM"
"stabilization","CM"
"stabilize","CDSG"
"stabilizer","MS"
"stable","DRSMTG"
"stableman","M"
"stablemate","S"
"stablemen",NA
"stably","U"
"staccato","MS"
"stack","SMDG"
"stadium","MS"
"staff's",NA
"staff","ASDG"
"staffer","MS"
"staffing","M"
"stag","MDGSJ"
"stage","SM"
"stagecoach","MS"
"stagecraft","M"
"stagehand","MS"
"stagestruck",NA
"stagflation","M"
"stagger","MDGS"
"staggering","Y"
"staging","M"
"stagnancy","M"
"stagnant","Y"
"stagnate","DSGN"
"stagnation","M"
"stagy","RT"
"staid","PRYT"
"staidness","M"
"stain","SMDG"
"stained","U"
"stainless","M"
"stair","SM"
"staircase","MS"
"stairway","MS"
"stairwell","SM"
"stake","DSMG"
"stakeholder","MS"
"stakeout","SM"
"stalactite","MS"
"stalagmite","MS"
"stale","DRSTGP"
"stalemate","DSMG"
"staleness","M"
"stalk","SMDRJZG"
"stalker","M"
"stalking","M"
"stall's",NA
"stall","SDG"
"stallholder","S"
"stallion","MS"
"stalwart","MYS"
"stamen","SM"
"stamina","M"
"stammer","ZGMDRS"
"stammerer","M"
"stammering","Y"
"stamp","SMDRZG"
"stampede","MGDS"
"stamper","M"
"stance","ISM"
"stanch","TGDRS"
"stanchion","SM"
"stand","SMRJZG"
"standalone",NA
"standard","MS"
"standardization","M"
"standardize","DSG"
"standby","M"
"standbys",NA
"standee","MS"
"stander","M"
"standing","M"
"standoff","MS"
"standoffish",NA
"standout","MS"
"standpipe","SM"
"standpoint","MS"
"standstill","MS"
"stank",NA
"stanza","SM"
"staph","M"
"staphylococcal",NA
"staphylococci",NA
"staphylococcus","M"
"staple","DRSMZG"
"stapler","M"
"star","MDRZGS"
"starboard","M"
"starburst","S"
"starch","GMDS"
"starchily",NA
"starchiness","M"
"starchy","PTR"
"stardom","M"
"stardust","M"
"stare","SM"
"starer","M"
"starfish","MS"
"starfruit",NA
"stargaze","DRSZG"
"stargazer","M"
"stark","RYPZT"
"starkness","M"
"starless",NA
"starlet","MS"
"starlight","M"
"starling","SM"
"starlit",NA
"starred",NA
"starring",NA
"starry","TR"
"starstruck",NA
"start","ASMDG"
"starter","MS"
"startle","GDS"
"startling","Y"
"startup","MS"
"starvation","M"
"starve","DSJG"
"starveling","MS"
"stash","MDSG"
"stasis",NA
"stat","MS"
"state","DRSMYGNLX"
"statecraft","M"
"stated","U"
"statehood","M"
"statehouse","MS"
"stateless","P"
"statelessness","M"
"stateliness","M"
"stately","PRT"
"statement","AMS"
"statemented",NA
"statementing",NA
"stateroom","MS"
"stateside",NA
"statesman","M"
"statesmanlike",NA
"statesmanship","M"
"statesmen",NA
"stateswoman","M"
"stateswomen",NA
"statewide",NA
"static","SM"
"statically",NA
"station","MDRZG"
"stationary",NA
"stationer","M"
"stationery","M"
"stationmaster","S"
"statistic","MS"
"statistical","Y"
"statistician","SM"
"statuary","M"
"statue","SM"
"statuesque",NA
"statuette","MS"
"stature","MS"
"status","MS"
"statute","MS"
"statutorily",NA
"statutory",NA
"staunch","PDRSYTG"
"staunchness","M"
"stave","DSMG"
"stay","MDRZGS"
"std",NA
"stdio",NA
"stead","SM"
"steadfast","YP"
"steadfastness","M"
"steadily","U"
"steadiness","UM"
"steady","TGPDRSM"
"steak","SM"
"steakhouse","SM"
"steal","SMHG"
"stealth","M"
"stealthily",NA
"stealthiness","M"
"stealthy","TPR"
"steam","SMDRZG"
"steamboat","MS"
"steamer","M"
"steamfitter","SM"
"steamfitting","M"
"steaminess","M"
"steampunk",NA
"steamroll","ZGDRS"
"steamroller","MDG"
"steamship","MS"
"steamy","TPR"
"steed","SM"
"steel","SMDG"
"steeliness","M"
"steelmaker","S"
"steelworker","SM"
"steelworks","M"
"steely","PTR"
"steelyard","SM"
"steep","SMDNRYPXTG"
"steepen","GD"
"steeple","MS"
"steeplechase","MS"
"steeplejack","SM"
"steepness","M"
"steer","SMDBG"
"steerage","M"
"steering","M"
"steersman","M"
"steersmen",NA
"stegosauri",NA
"stegosaurus","MS"
"stein","SM"
"stellar",NA
"stem","MS"
"stemless",NA
"stemmed",NA
"stemming",NA
"stemware","M"
"stench","MS"
"stencil","GMDS"
"steno","SM"
"stenographer","SM"
"stenographic",NA
"stenography","M"
"stenosis",NA
"stent","SM"
"stentorian",NA
"step","IMS"
"stepbrother","SM"
"stepchild","M"
"stepchildren","M"
"stepdad","MS"
"stepdaughter","SM"
"stepfather","SM"
"stepladder","MS"
"stepmom","MS"
"stepmother","SM"
"stepparent","SM"
"steppe","DRSMZG"
"stepper","M"
"steppingstone","SM"
"stepsister","MS"
"stepson","MS"
"stereo","SM"
"stereophonic",NA
"stereoscope","MS"
"stereoscopic",NA
"stereotype","DSMG"
"stereotypical",NA
"sterile",NA
"sterility","M"
"sterilization","SM"
"sterilize","DRSZG"
"sterilizer","M"
"sterling","M"
"stern","SMRYPT"
"sternness","M"
"sternum","MS"
"steroid","MS"
"steroidal",NA
"stertorous",NA
"stet","S"
"stethoscope","MS"
"stetson","MS"
"stetted",NA
"stetting",NA
"stevedore","SM"
"stew","MDGS"
"steward","GMDS"
"stewardess","MS"
"stewardship","M"
"stick","SMRZG"
"sticker","M"
"stickily",NA
"stickiness","M"
"stickleback","SM"
"stickler","MS"
"stickpin","MS"
"stickup","MS"
"sticky","PTRSM"
"stiff","SMDNRYPXTG"
"stiffen","ZGDR"
"stiffener","M"
"stiffening","M"
"stiffness","M"
"stifle","DSJG"
"stifling","Y"
"stigma","SM"
"stigmata",NA
"stigmatic",NA
"stigmatization","M"
"stigmatize","GDS"
"stile","SM"
"stiletto","SM"
"still's",NA
"still","ITGSD"
"stillbirth","M"
"stillbirths",NA
"stillborn",NA
"stiller",NA
"stillness","M"
"stilt","SMD"
"stilted","Y"
"stimulant","SM"
"stimulate","DSGNV"
"stimulation","M"
"stimuli",NA
"stimulus","M"
"sting","ZGSMR"
"stinger","M"
"stingily",NA
"stinginess","M"
"stingray","SM"
"stingy","RTP"
"stink","ZGSMR"
"stinkbug","SM"
"stinker","M"
"stinky","RT"
"stint","GSMD"
"stipend","SM"
"stipendiary","S"
"stipple","DSMG"
"stippling","M"
"stipulate","XDSGN"
"stipulation","M"
"stir","MS"
"stirred",NA
"stirrer","SM"
"stirring","SY"
"stirrup","SM"
"stitch's",NA
"stitch","ADSG"
"stitchery","M"
"stitching","M"
"stoat","SM"
"stochastic",NA
"stock's",NA
"stock","AGSD"
"stockade","DSMG"
"stockbreeder","MS"
"stockbroker","SM"
"stockbroking","M"
"stockholder","SM"
"stockily",NA
"stockiness","M"
"stockinette","M"
"stocking","SM"
"stockist","S"
"stockpile","MGDS"
"stockpot","SM"
"stockroom","MS"
"stocktaking","M"
"stocky","RTP"
"stockyard","MS"
"stodge",NA
"stodgily",NA
"stodginess","M"
"stodgy","RTP"
"stogie","MS"
"stoic","SM"
"stoical","Y"
"stoicism","M"
"stoke","DRSZG"
"stoker","M"
"stole","SM"
"stolen",NA
"stolid","RYTP"
"stolidity","M"
"stolidness","M"
"stolon","MS"
"stomach","MDRZG"
"stomachache","SM"
"stomacher","M"
"stomachs",NA
"stomp","GSMD"
"stone","DRSMZG"
"stonemason","MS"
"stoner","M"
"stonewall","GSD"
"stoneware","M"
"stonewashed",NA
"stonework","M"
"stonily",NA
"stoniness","M"
"stonkered",NA
"stonking",NA
"stony","TRP"
"stood",NA
"stooge","MS"
"stool","SM"
"stoop","GSMD"
"stop's",NA
"stop","US"
"stopcock","SM"
"stopgap","SM"
"stoplight","MS"
"stopover","MS"
"stoppable","U"
"stoppage","MS"
"stopped","U"
"stopper","GSMD"
"stopping","U"
"stopple","DSMG"
"stopwatch","MS"
"storage","M"
"store's",NA
"store","ADSG"
"storefront","MS"
"storehouse","MS"
"storekeeper","SM"
"storeroom","SM"
"stork","SM"
"storm","GSMD"
"stormily",NA
"storminess","M"
"stormy","RPT"
"story","DSM"
"storyboard","MS"
"storybook","SM"
"storyteller","MS"
"storytelling","M"
"stoup","SM"
"stout","TSMRYP"
"stouthearted",NA
"stoutness","M"
"stove","SM"
"stovepipe","SM"
"stow","DGS"
"stowage","M"
"stowaway","MS"
"straddle","DRSMZG"
"straddler","M"
"strafe","MGDS"
"straggle","DRSZG"
"straggler","M"
"straggly","TR"
"straight","SPXTMNRY"
"straightaway","SM"
"straightedge","SM"
"straighten","ZGDR"
"straightener","M"
"straightforward","YPS"
"straightforwardness","M"
"straightness","M"
"straightway",NA
"strain's",NA
"strain","FADSG"
"strainer","ASM"
"strait","MNSX"
"straiten","GD"
"straitjacket","SGMD"
"straitlaced",NA
"strand","MDSG"
"strange","PRYZT"
"strangeness","M"
"stranger","M"
"strangle","ZGDRS"
"stranglehold","SM"
"strangler","M"
"strangulate","GNDS"
"strangulation","M"
"strap's",NA
"strap","US"
"strapless","MS"
"strapped","U"
"strapping","M"
"strata",NA
"stratagem","SM"
"strategic","S"
"strategical","Y"
"strategics","M"
"strategist","SM"
"strategy","SM"
"strati",NA
"stratification","M"
"stratify","DSGN"
"stratosphere","SM"
"stratospheric",NA
"stratum","M"
"stratus","M"
"straw","GSMD"
"strawberry","SM"
"stray","GSMD"
"streak","MDRSZG"
"streaker","M"
"streaky","TR"
"stream","MDRSZG"
"streamer","M"
"streamline","DSG"
"street","MS"
"streetcar","MS"
"streetlamp","S"
"streetlight","SM"
"streetwalker","SM"
"streetwise",NA
"strength","M"
"strengthen","AGDS"
"strengthener","MS"
"strengths",NA
"strenuous","PY"
"strenuousness","M"
"strep","M"
"streptococcal",NA
"streptococci",NA
"streptococcus","M"
"streptomycin","M"
"stress","MDSG"
"stressed","U"
"stressful",NA
"stressors",NA
"stretch","BZGMDRS"
"stretcher","MDG"
"stretchmarks",NA
"stretchy","TR"
"strew","GSDH"
"strewn",NA
"stria","M"
"striae",NA
"striated",NA
"striation","MS"
"stricken",NA
"strict","RYPT"
"strictness","M"
"stricture","SM"
"stridden",NA
"stride","MGS"
"stridency","M"
"strident","Y"
"strife","M"
"strike","MZGRSJ"
"strikebound",NA
"strikebreaker","SM"
"strikebreaking",NA
"strikeout","MS"
"striker","M"
"striking","Y"
"string","MDRSZG"
"stringency","M"
"stringent","Y"
"stringer","M"
"stringiness","M"
"stringy","PTR"
"strip","GSMD"
"stripe","MS"
"stripey",NA
"stripling","MS"
"stripped",NA
"stripper","MS"
"stripping",NA
"striptease","MZGDRS"
"stripteaser","M"
"stripy",NA
"strive","GS"
"striven",NA
"strobe","MS"
"stroboscope","MS"
"stroboscopic",NA
"strode",NA
"stroke","MGDS"
"stroll","MDRSZG"
"stroller","M"
"strong","RYT"
"strongbox","MS"
"stronghold","MS"
"strongman","M"
"strongmen",NA
"strongroom","S"
"strontium","M"
"strop","SM"
"strophe","SM"
"strophic",NA
"stropped",NA
"stroppily",NA
"stropping",NA
"stroppy","TRP"
"strove",NA
"struck",NA
"structural","Y"
"structuralism",NA
"structuralist","S"
"structure's",NA
"structure","AGDS"
"structured","U"
"strudel","SM"
"struggle","MGDS"
"strum","SM"
"strummed",NA
"strumming",NA
"strumpet","MS"
"strung","UA"
"strut","SM"
"strutted",NA
"strutting",NA
"strychnine","M"
"stub","MS"
"stubbed",NA
"stubbing",NA
"stubble","M"
"stubbly",NA
"stubborn","RYPT"
"stubbornness","M"
"stubby","RT"
"stucco","MDG"
"stuccoes",NA
"stuck","U"
"stud","MYS"
"studbook","MS"
"studded",NA
"studding","M"
"student","SM"
"studentship","S"
"studied","U"
"studiedly",NA
"studio","MS"
"studious","PY"
"studiousness","M"
"studly","RT"
"study's",NA
"study","AGDS"
"stuff","GSMDJ"
"stuffily",NA
"stuffiness","M"
"stuffing","M"
"stuffy","RPT"
"stultification","M"
"stultify","DSNG"
"stumble","DRSMZG"
"stumbler","M"
"stump","GSMD"
"stumpy","TR"
"stun","S"
"stung",NA
"stunk",NA
"stunned",NA
"stunner","S"
"stunning","Y"
"stunt","GSMD"
"stuntman",NA
"stuntmen",NA
"stupefaction","M"
"stupefy","DSG"
"stupendous","Y"
"stupid","TMRYS"
"stupidity","SM"
"stupor","MS"
"sturdily",NA
"sturdiness","M"
"sturdy","TRP"
"sturgeon","SM"
"stutter","MDRSZG"
"stutterer","M"
"sty","SM"
"style's",NA
"style","ADSG"
"styli",NA
"stylish","PY"
"stylishness","M"
"stylist","SM"
"stylistic","S"
"stylistically",NA
"stylize","DSG"
"stylus","MS"
"stymie","MDS"
"stymieing",NA
"styptic","SM"
"suasion","EM"
"suave","RYTP"
"suaveness","M"
"suavity","M"
"sub","SM"
"subaltern","MS"
"subaqua",NA
"subarctic",NA
"subarea","MS"
"subatomic",NA
"subbasement","SM"
"subbed",NA
"subbing",NA
"subbranch","MS"
"subcategory","SM"
"subclass",NA
"subcommittee","SM"
"subcompact","SM"
"subconscious","PMY"
"subconsciousness","M"
"subcontinent","SM"
"subcontinental",NA
"subcontract","MDSG"
"subcontractor","MS"
"subculture","MS"
"subcutaneous","Y"
"subdivide","GDS"
"subdivision","SM"
"subdomain","MS"
"subdominant",NA
"subdue","DSG"
"subeditor","S"
"subfamily","SM"
"subfreezing",NA
"subgroup","MS"
"subhead","GJMS"
"subheading","M"
"subhuman","MS"
"subj",NA
"subject","GVMDS"
"subjection","M"
"subjective","Y"
"subjectivity","M"
"subjoin","GDS"
"subjugate","GNDS"
"subjugation","M"
"subjunctive","SM"
"sublease","MGDS"
"sublet","SM"
"subletting",NA
"sublieutenant","S"
"sublimate","GNDS"
"sublimation","M"
"sublime","YTGDRS"
"subliminal","Y"
"sublimity","M"
"sublingual",NA
"submarginal",NA
"submarine","MZRS"
"submariner","M"
"submerge","GDS"
"submergence","M"
"submerse","GNDS"
"submersible","MS"
"submersion","M"
"submicroscopic",NA
"submission","MS"
"submissive","PY"
"submissiveness","M"
"submit","AS"
"submitted","A"
"submitter",NA
"submitting","A"
"subnormal",NA
"suborbital",NA
"suborder","MS"
"subordinate","DSMGN"
"subordination","IM"
"suborn","SGD"
"subornation","M"
"subpar",NA
"subparagraph",NA
"subpart",NA
"subplot","MS"
"subpoena","GMDS"
"subprime",NA
"subprofessional","SM"
"subprogram","S"
"subroutine","SM"
"subscribe","UASDG"
"subscriber","MS"
"subscript","MS"
"subscription","MS"
"subsection","MS"
"subsequent","Y"
"subservience","M"
