"word","part_of_speech"
"sensor","SM"
"sensory",NA
"sensual","Y"
"sensualist","SM"
"sensuality","M"
"sensuous","YP"
"sensuousness","M"
"sent","FAU"
"sentence","MGDS"
"sententious","Y"
"sentience","IM"
"sentient","I"
"sentiment","SM"
"sentimental","Y"
"sentimentalism","M"
"sentimentalist","MS"
"sentimentality","M"
"sentimentalization","M"
"sentimentalize","GDS"
"sentinel","MS"
"sentry","SM"
"sepal","MS"
"separability","IM"
"separable",NA
"separably","I"
"separate","XMYGNVDSP"
"separateness","M"
"separation","M"
"separatism","M"
"separatist","MS"
"separator","MS"
"sepia","M"
"sepsis","M"
"septa",NA
"septal",NA
"septet","SM"
"septic",NA
"septicemia","M"
"septicemic",NA
"septuagenarian","MS"
"septum","M"
"sepulcher","GMDS"
"sepulchral",NA
"seq",NA
"sequel","SM"
"sequence","MZGDRS"
"sequencing","M"
"sequential","FY"
"sequester","SDG"
"sequestrate","XGNDS"
"sequestration","M"
"sequin","SMD"
"sequinned",NA
"sequitur",NA
"sequoia","MS"
"seraglio","MS"
"serape","SM"
"seraph","M"
"seraphic",NA
"seraphs",NA
"sere","TR"
"serenade","MGDS"
"serendipitous",NA
"serendipity","M"
"serene","RPYT"
"sereneness","M"
"serenity","M"
"serf","MS"
"serfdom","M"
"serge","M"
"sergeant","MS"
"serial","SMY"
"serialization","SM"
"serialize","GDSB"
"series","M"
"serif","MS"
"serigraph","M"
"serigraphs",NA
"serine",NA
"serious","PY"
"seriousness","M"
"sermon","SM"
"sermonize","GDS"
"serology","M"
"serotonin",NA
"serous",NA
"serpent","MS"
"serpentine","M"
"serrate","XND"
"serration","M"
"serried",NA
"serum","MS"
"servant","MS"
"serve's","AF"
"serve","FACGDS"
"server","SM"
"servery","S"
"service","EMS"
"serviceability","M"
"serviceable",NA
"serviced",NA
"serviceman","M"
"servicemen",NA
"servicewoman","M"
"servicewomen",NA
"servicing",NA
"serviette","MS"
"servile",NA
"servility","M"
"serving's",NA
"servings",NA
"servitor","MS"
"servitude","M"
"servo","MS"
"servomechanism","SM"
"servomotor","MS"
"sesame","SM"
"sesquicentennial","MS"
"session","MS"
"set","AISM"
"setback","MS"
"setscrew","SM"
"setsquare","S"
"sett","BJZGRS"
"settee","MS"
"setter","M"
"setting","M"
"settle's",NA
"settle","AUGDS"
"settlement","AM"
"settlements",NA
"settler","SM"
"setup","MS"
"seven","MHS"
"seventeen","SMH"
"seventeenth","M"
"seventeenths",NA
"seventh","M"
"sevenths",NA
"seventieth","M"
"seventieths",NA
"seventy","SMH"
"sever","ETGDS"
"several","MY"
"severance","SM"
"severe","YPR"
"severeness","M"
"severity","M"
"sew","ASGD"
"sewage","M"
"sewer","MS"
"sewerage","M"
"sewing","M"
"sewn","A"
"sex","GMDS"
"sexagenarian","SM"
"sexily",NA
"sexiness","M"
"sexism","M"
"sexist","MS"
"sexless",NA
"sexologist","SM"
"sexology","M"
"sexpot","MS"
"sextant","SM"
"sextet","MS"
"sexting",NA
"sexton","MS"
"sextuplet","SM"
"sexual","Y"
"sexuality","M"
"sexy","PTR"
"sf",NA
"sh",NA
"shabbily",NA
"shabbiness","M"
"shabby","PTR"
"shack","MDSG"
"shackle's",NA
"shackle","UGDS"
"shad","GMDSJ"
"shade","MS"
"shadily",NA
"shadiness","M"
"shading","M"
"shadow","SGMD"
"shadowbox","GDS"
"shadowy","RT"
"shady","RPT"
"shaft","MDSG"
"shag","MS"
"shagged",NA
"shagginess","M"
"shagging",NA
"shaggy","TPR"
"shah","M"
"shahs",NA
"shake","MZGRS"
"shakedown","SM"
"shaken","U"
"shakeout","MS"
"shaker","M"
"shakeup","MS"
"shakily",NA
"shakiness","M"
"shaky","RPT"
"shale","M"
"shall",NA
"shallot","MS"
"shallow","TPMRYS"
"shallowness","M"
"shalom",NA
"shalt",NA
"sham","GMDS"
"shaman","SM"
"shamanic",NA
"shamanism",NA
"shamanistic",NA
"shamble","MGDS"
"shambles","M"
"shambolic",NA
"shame","MS"
"shamefaced","Y"
"shameful","PY"
"shamefulness","M"
"shameless","YP"
"shamelessness","M"
"shammed",NA
"shamming",NA
"shampoo","ZGMDRS"
"shampooer","M"
"shamrock","MS"
"shan't",NA
"shandy","S"
"shanghai","DSG"
"shank","MS"
"shantung","M"
"shanty","SM"
"shantytown","SM"
"shape's",NA
"shape","AGDS"
"shaped","U"
"shapeless","YP"
"shapelessness","M"
"shapeliness","M"
"shapely","PTR"
"shard","MS"
"share","MZGDRS"
"shareable",NA
"sharecrop","S"
"sharecropped",NA
"sharecropper","MS"
"sharecropping",NA
"shareholder","SM"
"shareholding","S"
"sharer","M"
"shareware","M"
"sharia","M"
"shariah",NA
"shark","MDSG"
"sharkskin","M"
"sharp","MDNRYSPXZTG"
"sharpen","ADGS"
"sharpener","MS"
"sharper","M"
"sharpie","MS"
"sharpish",NA
"sharpness","M"
"sharpshooter","SM"
"sharpshooting","M"
"shatter","GMDS"
"shatterproof",NA
"shave","MZGDRSJ"
"shaven","U"
"shaver","M"
"shaving","M"
"shawl","MS"
"shay","MS"
"she'd",NA
"she'll",NA
"she","DSM"
"sheaf","M"
"shear","MDRSZG"
"shearer","M"
"sheath","JM"
"sheathe","UGDS"
"sheathing","M"
"sheaths",NA
"sheave","DSMG"
"shebang","MS"
"shebeen","S"
"shed","MS"
"shedding",NA
"sheen","M"
"sheeny","TR"
"sheep","M"
"sheepdog","MS"
"sheepfold","SM"
"sheepherder","MS"
"sheepish","YP"
"sheepishness","M"
"sheepskin","MS"
"sheer","MDRSPTG"
"sheerness","M"
"sheet","MSG"
"sheeting","M"
"sheetlike",NA
"sheikdom","MS"
"sheikh","M"
"sheikhs",NA
"sheila","S"
"shekel","SM"
"shelf","M"
"shell","MDRSG"
"shellac","MS"
"shellacked",NA
"shellacking","MS"
"shellfire","M"
"shellfish","MS"
"shelter","GMDS"
"shelve","GDS"
"shelving","M"
"shenanigan","SM"
"shepherd","SMDG"
"shepherdess","MS"
"sherbet","SM"
"sheriff","SM"
"sherry","SM"
"shew","GDS"
"shewn",NA
"shh",NA
"shiatsu","M"
"shibboleth","M"
"shibboleths",NA
"shield","MDGS"
"shift","GMDS"
"shiftily",NA
"shiftiness","M"
"shiftless","PY"
"shiftlessness","M"
"shifty","RPT"
"shiitake","SM"
"shill","GMDSJ"
"shillelagh","M"
"shillelaghs",NA
"shilling","M"
"shim","MS"
"shimmed",NA
"shimmer","SMDG"
"shimmery",NA
"shimming",NA
"shimmy","DSMG"
"shin","ZGMDRS"
"shinbone","SM"
"shindig","SM"
"shine","MS"
"shiner","M"
"shingle","DSMG"
"shinguard","M"
"shininess","M"
"shinned",NA
"shinning",NA
"shinny","DSG"
"shinsplints","M"
"shiny","TRP"
"ship's",NA
"ship","ALS"
"shipboard","MS"
"shipbuilder","SM"
"shipbuilding","M"
"shipload","SM"
"shipmate","SM"
"shipment","AM"
"shipments",NA
"shipowner","MS"
"shipped","A"
"shipper","SM"
"shipping","M"
"shipshape",NA
"shipwreck","GMDS"
"shipwright","MS"
"shipyard","SM"
"shire","MS"
"shirk","ZGDRS"
"shirker","M"
"shirr","GMDSJ"
"shirring","M"
"shirt","GMDS"
"shirtfront","SM"
"shirting","M"
"shirtless",NA
"shirtsleeve","SM"
"shirttail","SM"
"shirtwaist","MS"
"shirty",NA
"shit","SM!"
"shitfaced","!"
"shithead","S!"
"shitload","!"
"shitted","!"
"shitting","!"
"shitty","RT!"
"shiv","ZMRS"
"shiver","MDG"
"shivery",NA
"shoal","GMDS"
"shoat","MS"
"shock","ZGMDRS"
"shocker","M"
"shocking","Y"
"shockproof",NA
"shod","U"
"shoddily",NA
"shoddiness","M"
"shoddy","PRMT"
"shoe","MS"
"shoehorn","GMDS"
"shoeing",NA
"shoelace","MS"
"shoemaker","SM"
"shoeshine","SM"
"shoestring","SM"
"shoetree","MS"
"shogun","MS"
"shogunate","M"
"shone",NA
"shoo","GDS"
"shook",NA
"shoot","ZGMRSJ"
"shooter","M"
"shooting","M"
"shootout","MS"
"shop","MS"
"shopaholic","MS"
"shopfitter","S"
"shopfitting",NA
"shopfront","S"
"shopkeeper","MS"
"shoplift","DRZGS"
"shoplifter","M"
"shoplifting","M"
"shoppe","MZGDRS"
"shopper","M"
"shopping","M"
"shoptalk","M"
"shopworn",NA
"shore","MGDS"
"shorebird","SM"
"shoreline","MS"
"shoring","M"
"short","XTGMDNRYSP"
"shortage","MS"
"shortbread","M"
"shortcake","MS"
"shortchange","DSG"
"shortcoming","MS"
"shortcrust",NA
"shortcut","MS"
"shorten","JGD"
"shortening","M"
"shortfall","MS"
"shorthand","MD"
"shorthorn","MS"
"shortish",NA
"shortlist","DGS"
"shortness","M"
"shortsighted","PY"
"shortsightedness","M"
"shortstop","MS"
"shortwave","MS"
"shorty","SM"
"shot","MS"
"shotgun","SM"
"shotgunned",NA
"shotgunning",NA
"should",NA
"should've",NA
"shoulder","MDGS"
"shouldn't",NA
"shout","ZGMDRS"
"shouter","M"
"shove","MGDS"
"shovel","MDSG"
"shovelful","SM"
"show","JZGMDRS"
"showbiz","M"
"showboat","MDGS"
"showcase","MGDS"
"showdown","MS"
"shower","MDG"
"showerproof",NA
"showery",NA
"showgirl","MS"
"showground","S"
"showily",NA
"showiness","M"
"showing","M"
"showjumping",NA
"showman","M"
"showmanship","M"
"showmen",NA
"shown",NA
"showoff","SM"
"showpiece","SM"
"showplace","SM"
"showroom","MS"
"showstopper","MS"
"showstopping",NA
"showtime",NA
"showy","TRP"
"shpt",NA
"shrank",NA
"shrapnel","M"
"shred","MS"
"shredded",NA
"shredder","MS"
"shredding",NA
"shrew","MS"
"shrewd","RYPT"
"shrewdness","M"
"shrewish",NA
"shriek","MDSG"
"shrift","M"
"shrike","MS"
"shrill","DRSPTG"
"shrillness","M"
"shrilly",NA
"shrimp","MDRSZG"
"shrine","MS"
"shrink","MSBG"
"shrinkage","M"
"shrive","GDS"
"shrivel","SGD"
"shriven",NA
"shroud","GMDS"
"shrub","MS"
"shrubbery","SM"
"shrubby","RT"
"shrug","MS"
"shrugged",NA
"shrugging",NA
"shrunk","N"
"shtick","MS"
"shuck","GMDS"
"shucks","S"
"shudder","MDSG"
"shuffle","AMGDS"
"shuffleboard","SM"
"shuffler","SM"
"shun","S"
"shunned",NA
"shunning",NA
"shunt","MSDG"
"shush","DSG"
"shut","S"
"shutdown","SM"
"shuteye","M"
"shutoff","SM"
"shutout","SM"
"shutter","SMDG"
"shutterbug","MS"
"shutting",NA
"shuttle","DSMG"
"shuttlecock","GMDS"
"shy","TGDRSMY"
"shyer",NA
"shyest",NA
"shyness","M"
"shyster","SM"
"sibilant","SM"
"sibling","SM"
"sibyl","MS"
"sibylline",NA
"sic","S"
"sicced",NA
"siccing",NA
"sick","PXTGDNRYS"
"sickbay","S"
"sickbed","SM"
"sicken","DG"
"sickening","Y"
"sickie","MS"
"sickish",NA
"sickle","MS"
"sickly","RT"
"sickness","MS"
"sicko","MS"
"sickout","SM"
"sickroom","MS"
"side's",NA
"side","AGDS"
"sidearm","SM"
"sidebar","SM"
"sideboard","SM"
"sideburns","M"
"sidecar","SM"
"sidekick","SM"
"sidelight","MS"
"sideline","DSMG"
"sidelong",NA
"sideman","M"
"sidemen",NA
"sidepiece","MS"
"sidereal",NA
"sidesaddle","MS"
"sideshow","MS"
"sidesplitting",NA
"sidestep","MS"
"sidestepped",NA
"sidestepping",NA
"sidestroke","DSMG"
"sideswipe","DSMG"
"sidetrack","SMDG"
"sidewalk","MS"
"sidewall","MS"
"sideways",NA
"sidewinder","SM"
"siding","MS"
"sidle","MGDS"
"siege","MS"
"sienna","M"
"sierra","MS"
"siesta","MS"
"sieve","MGDS"
"sift","ZGDRS"
"sifted","U"
"sifter","M"
"sigh","GMD"
"sighs",NA
"sight","GMDYSJ"
"sighting","M"
"sightless",NA
"sightly","UTR"
"sightread",NA
"sightseeing","M"
"sightseer","MS"
"sigma","MS"
"sign's","C"
"sign","AFCGDS"
"signage","M"
"signal","MDRYSZG"
"signaler","M"
"signalization","M"
"signalize","GDS"
"signalman","M"
"signalmen",NA
"signatory","SM"
"signature","MS"
"signboard","MS"
"signed","U"
"signer","CMS"
"signet","MS"
"significance","IM"
"significant","IY"
"signification","M"
"signify","XDSNG"
"signing's","C"
"signings",NA
"signor","FMS"
"signora","SM"
"signore",NA
"signori",NA
"signorina","MS"
"signorine",NA
"signpost","GSMD"
"silage","M"
"silence","DRSMZG"
"silencer","M"
"silent","MRYST"
"silhouette","DSMG"
"silica","M"
"silicate","MS"
"siliceous",NA
"silicon","SM"
"silicone","M"
"silicosis","M"
"silk","MNS"
"silkily",NA
"silkiness","M"
"silkscreen","SM"
"silkworm","MS"
"silky","TRP"
"sill","MS"
"silliness","M"
"silly","TRSMP"
"silo","MS"
"silt","GMDS"
"silty","TR"
"silver","GMDS"
"silverfish","MS"
"silversmith","M"
"silversmiths",NA
"silverware","M"
"silvery",NA
"sim","SM"
"simian","MS"
"similar","Y"
"similarity","ESM"
"simile","MS"
"similitude","EM"
"simmer","GMDS"
"simonize","DSG"
"simony","M"
"simpatico",NA
"simper","GMDS"
"simpering","Y"
"simple","TRP"
"simpleminded",NA
"simpleness","M"
"simpleton","SM"
"simplex",NA
"simplicity","M"
"simplification","M"
"simplify","DSXNG"
"simplistic",NA
"simplistically",NA
"simply",NA
"simulacra",NA
"simulacrum","S"
"simulate","EDSGN"
"simulation","EM"
"simulations",NA
"simulator","EMS"
"simulcast","GMDS"
"simultaneity","M"
"simultaneous","Y"
"sin","ASM"
"since",NA
"sincere","IYT"
"sincerer",NA
"sincerity","IM"
"sine","MS"
"sinecure","MS"
"sinew","MS"
"sinewy",NA
"sinful","PY"
"sinfulness","M"
"sing","BZGMDRYS"
"singalong","S"
"singe","MS"
"singeing",NA
"singer","M"
"singing","M"
"single","PMGDS"
"singleness","M"
"singles","M"
"singlet","S"
"singleton","SM"
"singletree","SM"
"singsong","SMDG"
"singular","SMY"
"singularity","SM"
"sinister",NA
"sink","BZGMRS"
"sinkable","U"
"sinker","M"
"sinkhole","SM"
"sinless",NA
"sinned",NA
"sinner","MS"
"sinning",NA
"sinology",NA
"sinuosity","M"
"sinuous","Y"
"sinus","MS"
"sinusitis","M"
"sinusoidal",NA
"sip","SM"
"siphon","GMDS"
"sipped",NA
"sipper","SM"
"sipping",NA
"sir","SXMN"
"sire","CMGDS"
"siren","M"
"sirloin","SM"
"sirocco","SM"
"sirrah",NA
"sirree","M"
"sis","MS"
"sisal","M"
"sissified",NA
"sissy","RSMT"
"sister","ASM"
"sisterhood","MS"
"sisterliness","M"
"sisterly","P"
"sit","S"
"sitar","SM"
"sitarist","MS"
"sitcom","SM"
"site","MGDS"
"sitemap","SM"
"sitter","SM"
"sitting","SM"
"situ",NA
"situate","DSXGN"
"situation","M"
"situational",NA
"six","MSH"
"sixfold",NA
"sixpence","MS"
"sixshooter","M"
"sixteen","SMH"
"sixteenth","M"
"sixteenths",NA
"sixth","M"
"sixths",NA
"sixtieth","M"
"sixtieths",NA
"sixty","SMH"
"sizable",NA
"size's",NA
"size","AGDS"
"sizer",NA
"sizing","M"
"sizzle","DRSMZG"
"ska","M"
"skate","MZGDRS"
"skateboard","MDRSZG"
"skateboarder","M"
"skateboarding","M"
"skater","M"
"skating","M"
"skedaddle","MGDS"
"skeet","ZMR"
"skein","MS"
"skeletal",NA
"skeleton","SM"
"skeptic","SM"
"skeptical","Y"
"skepticism","M"
"sketch","MDRSZG"
"sketchbook","S"
"sketcher","M"
"sketchily",NA
"sketchiness","M"
"sketchpad","S"
"sketchy","RTP"
"skew","MDRZGS"
"skewbald","S"
"skewer","MDG"
"ski","SZGMDR"
"skibob","S"
"skid","MS"
"skidded",NA
"skidding",NA
"skidpan","S"
"skier","M"
"skiff","SM"
"skiffle",NA
"skiing","M"
"skill's",NA
"skill","CSD"
"skilled","U"
"skillet","SM"
"skillful","UY"
"skillfulness","M"
"skim","MS"
"skimmed",NA
"skimmer","SM"
"skimming",NA
"skimp","SDG"
"skimpily",NA
"skimpiness","M"
"skimpy","RTP"
"skin","MS"
"skincare","M"
"skinflint","MS"
"skinful",NA
"skinhead","MS"
"skinless",NA
"skinned",NA
"skinniness","M"
"skinning",NA
"skinny","RMTP"
"skint",NA
"skintight",NA
"skip","MS"
"skipped",NA
"skipper","SMDG"
"skipping",NA
"skirmish","ZGMDRS"
"skirt","SMDG"
"skit","MS"
"skitter","GSD"
"skittish","YP"
"skittishness","M"
"skittle","S"
"skive","DRSZG"
"skivvy","DSMG"
"skoal","SM"
"skua","S"
"skulduggery","M"
"skulk","SDRZG"
"skulker","M"
"skull","SM"
"skullcap","MS"
"skunk","SMDG"
"sky","GSM"
"skycap","SM"
"skydive","DRSZG"
"skydiver","M"
"skydiving","M"
"skyjack","JZGSDR"
"skyjacker","M"
"skyjacking","M"
"skylark","SGMD"
"skylight","MS"
"skyline","SM"
"skyrocket","GSMD"
"skyscraper","SM"
"skyward","S"
"skywriter","SM"
"skywriting","M"
"slab","MS"
"slabbed",NA
"slabbing",NA
"slack","PXZTGMDNRYS"
"slacken","DG"
"slacker","M"
"slackness","M"
"slacks","M"
"slag","MS"
"slagged",NA
"slagging",NA
"slagheap","S"
"slain",NA
"slake","GDS"
"slalom","MSDG"
"slam","MS"
"slammed",NA
"slammer","SM"
"slamming",NA
"slander","MZGDRS"
"slanderer","M"
"slanderous",NA
"slang","M"
"slangy","RT"
"slant","MSDG"
"slanting","Y"
"slantwise",NA
"slap","MS"
"slapdash",NA
"slaphappy",NA
"slapped",NA
"slapper","S"
"slapping",NA
"slapstick","M"
"slash","MDRSZG"
"slasher","M"
"slat","MDGS"
"slate","SM"
"slather","SDG"
"slatted",NA
"slattern","SMY"
"slaughter","MDRZGS"
"slaughterer","M"
"slaughterhouse","MS"
"slave","DRSMZG"
"slaveholder","MS"
"slaver","MDG"
"slavery","M"
"slavish","PY"
"slavishness","M"
"slaw","M"
"slay","DRZGJS"
"slayer","M"
"slaying","M"
"sleaze","SM"
"sleazebag","S"
"sleazeball","S"
"sleazily",NA
"sleaziness","M"
"sleazy","PRT"
"sled","MS"
"sledded",NA
"sledder","SM"
"sledding",NA
"sledge","DSMG"
"sledgehammer","GSMD"
"sleek","SDRYTGP"
"sleekness","M"
"sleep","SMRZG"
"sleeper","M"
"sleepily",NA
"sleepiness","M"
"sleepless","PY"
"sleeplessness","M"
"sleepover","SM"
"sleepwalk","ZGSDR"
"sleepwalker","M"
"sleepwalking","M"
"sleepwear","M"
"sleepy","RPT"
"sleepyhead","MS"
"sleet","SMDG"
"sleety",NA
"sleeve","DSM"
"sleeveless",NA
"sleigh","MDG"
"sleighs",NA
"sleight","SM"
"slender","PRT"
"slenderize","DSG"
"slenderness","M"
"slept",NA
"sleuth","MG"
"sleuths",NA
"slew","MDGS"
"slice","DRSMZG"
"slicer","M"
"slick","SMDRYZTGP"
"slicker","M"
"slickness","M"
"slid",NA
"slide","RSMZG"
"slider","M"
"slideshow","MS"
"slight","SMDRYTGP"
"slightness","M"
"slim","PS"
"slime","M"
"sliminess","M"
"slimline",NA
"slimmed",NA
"slimmer","S"
"slimmest",NA
"slimming","M"
"slimness","M"
"slimy","RTP"
"sling","SMG"
"slingback","S"
"slingshot","SM"
"slink","SG"
"slinky","RT"
"slip","MS"
"slipcase","MS"
"slipcover","MS"
"slipknot","MS"
"slippage","MS"
"slipped",NA
"slipper","SM"
"slipperiness","M"
"slippery","PRT"
"slipping",NA
"slippy",NA
"slipshod",NA
"slipstream","SM"
"slipway","SM"
"slit","MS"
"slither","SGMD"
"slithery",NA
"slitter",NA
"slitting",NA
"sliver","GSMD"
"slob","MS"
"slobbed",NA
"slobber","MDSG"
"slobbery",NA
"slobbing",NA
"sloe","MS"
"slog","MS"
"slogan","SM"
"sloganeering",NA
"slogged",NA
"slogging",NA
"sloop","SM"
"slop","MDGS"
"slope","SM"
"slopped",NA
"sloppily",NA
"sloppiness","M"
"slopping",NA
"sloppy","PTR"
"slops","M"
"slosh","DSG"
"slot","MS"
"sloth","M"
"slothful","YP"
"slothfulness","M"
"sloths",NA
"slotted",NA
"slotting",NA
"slouch","ZGMDRS"
"sloucher","M"
"slouchy","TR"
"slough","GMD"
"sloughs",NA
"sloven","SMY"
"slovenliness","M"
"slovenly","PTR"
"slow","DRYTGSP"
"slowcoach","S"
"slowdown","SM"
"slowness","M"
"slowpoke","SM"
"sludge","M"
"sludgy","RT"
"slue","MGDS"
"slug","MS"
"sluggard","MS"
"slugged",NA
"slugger","SM"
"slugging",NA
"sluggish","PY"
"sluggishness","M"
"sluice","DSMG"
"slum","MS"
"slumber","GSMD"
"slumberous",NA
"slumdog","SM"
"slumlord","MS"
"slummed",NA
"slummer",NA
"slumming",NA
"slummy","RT"
"slump","SMDG"
"slung",NA
"slunk",NA
"slur","MS"
"slurp","SMDG"
"slurred",NA
"slurring",NA
"slurry","M"
"slush","M"
"slushiness","M"
"slushy","RPT"
"slut","MS"
"sluttish",NA
"slutty","RT"
"sly","TRY"
"slyness","M"
"smack","SMDRZG"
"smacker","M"
"small","SMRTP"
"smallholder","S"
"smallholding","S"
"smallish",NA
"smallness","M"
"smallpox","M"
"smarmy","RT"
"smart","SMDNRYXTGP"
"smarten","DG"
"smartness","M"
"smartphone","SM"
"smarts","M"
"smartwatch","MS"
"smarty","SM"
"smartypants","M"
"smash","MDRSZG"
"smasher","M"
"smashup","SM"
"smattering","MS"
"smear","SMDG"
"smeary","RT"
"smell","SMDG"
"smelliness","M"
"smelly","RPT"
"smelt","SMDRZG"
"smelter","M"
"smidgen","MS"
"smilax","M"
"smile","DSMG"
"smiley","SM"
"smiling","Y"
"smirch","GMDS"
"smirk","SMDG"
"smite","SG"
"smith","M"
"smithereens","M"
"smiths",NA
"smithy","SM"
"smitten",NA
"smock","SMDG"
"smocking","M"
"smog","MS"
"smoggy","RT"
"smoke","DRSMZG"
"smokehouse","MS"
"smokeless",NA
"smoker","M"
"smokescreen","SM"
"smokestack","SM"
"smokey",NA
"smokiness","M"
"smoking","M"
"smoky","RTP"
"smolder","SGMD"
"smooch","MDSG"
"smoochy",NA
"smooth","PDRYTG"
"smoothie","MS"
"smoothness","M"
"smooths",NA
"smorgasbord","SM"
"smote",NA
"smother","GSMD"
"smudge","DSMG"
"smudgy","TR"
"smug","YP"
"smugger",NA
"smuggest",NA
"smuggle","ZGDRS"
"smuggler","M"
"smuggling","M"
"smugness","M"
"smurf","S"
"smut","MS"
"smuttiness","M"
"smutty","TRP"
"snack","SMDG"
"snaffle","DSMG"
"snafu","SM"
"snag","MS"
"snagged",NA
"snagging",NA
"snail","SMDG"
"snake","DSMG"
"snakebite","MS"
"snakelike",NA
"snakeskin",NA
"snaky","RT"
"snap's",NA
"snap","US"
"snapdragon","SM"
"snapped","U"
"snapper","MS"
"snappily",NA
"snappiness","M"
"snapping","U"
"snappish","YP"
"snappishness","M"
"snappy","TRP"
"snapshot","SM"
"snare","DSMG"
"snarf","SDG"
"snark","S"
"snarky","TR"
"snarl's",NA
"snarl","USDG"
"snarling","Y"
"snarly","TR"
"snatch","ZGMDRS"
"snatcher","M"
"snazzily",NA
"snazzy","TR"
"sneak","SMDRZG"
"sneaker","M"
"sneakily",NA
"sneakiness","M"
"sneaking","Y"
"sneaky","TRP"
"sneer","SJMDG"
"sneering","Y"
"sneeze","DSMG"
"snick","SDRZG"
"snicker","MDG"
"snide","RYT"
"sniff","SMDRZG"
"sniffer","M"
"sniffle","DSMG"
"sniffy","RT"
"snifter","SM"
"snip","MDRZGS"
"snipe","SM"
"sniper","M"
"snipped",NA
"snippet","SM"
"snipping",NA
"snippy","RT"
"snips","M"
"snit","MS"
"snitch","MDSG"
"snivel","SMDRZG"
"sniveler","M"
"snob","MS"
"snobbery","M"
"snobbish","PY"
"snobbishness","M"
"snobby","RT"
"snog","S"
"snogged",NA
"snogging",NA
"snood","SM"
"snooker","MDSG"
"snoop","SMDRZG"
"snooper","M"
"snoopy","TR"
"snoot","SM"
"snootily",NA
"snootiness","M"
"snooty","PTR"
"snooze","DSMG"
"snore","DRSMZG"
"snorer","M"
"snorkel","ZGMDRS"
"snorkeler","M"
"snorkeling","M"
"snort","SMDRZG"
"snorter","M"
"snot","MS"
"snottily",NA
"snottiness","M"
"snotty","TPR"
"snout","SM"
"snow","MDGS"
"snowball","GSMD"
"snowbank","SM"
"snowbird","SM"
"snowblower","MS"
"snowboard","ZGMDRS"
"snowboarder","M"
"snowboarding","M"
"snowbound",NA
"snowdrift","SM"
"snowdrop","SM"
"snowfall","SM"
"snowfield","SM"
"snowflake","SM"
"snowiness","M"
"snowline",NA
"snowman","M"
"snowmen",NA
"snowmobile","DSMG"
"snowplow","SGMD"
"snowshed",NA
"snowshoe","SM"
"snowshoeing",NA
"snowstorm","SM"
"snowsuit","SM"
"snowy","PRT"
"snub","MS"
"snubbed",NA
"snubbing",NA
"snuff","SMDRYZG"
"snuffbox","MS"
"snuffer","M"
"snuffle","MGDS"
"snug","MYSP"
"snugged",NA
"snugger",NA
"snuggest",NA
"snugging",NA
"snuggle","MGDS"
"snugness","M"
"so",NA
"soak","MDGSJ"
"soaking","M"
"soap","MDGS"
"soapbox","MS"
"soapiness","M"
"soapstone","M"
"soapsuds","M"
"soapy","RPT"
"soar","MDGS"
"sob","SM"
"sobbed",NA
"sobbing","Y"
"sober","SDRYPTG"
"soberness","M"
"sobriety","IM"
"sobriquet","SM"
"soc",NA
"soccer","M"
"sociability","M"
"sociable","SM"
"sociably",NA
"social","SMY"
"socialism","M"
"socialist","SM"
"socialistic",NA
"socialite","SM"
"socialization","M"
"socialize","DSG"
"societal",NA
"society","SM"
"socioeconomic",NA
"socioeconomically",NA
"sociological","Y"
"sociologist","SM"
"sociology","M"
"sociopath","M"
"sociopaths",NA
"sociopolitical",NA
"sock","MDGS"
"socket","SM"
"sockeye","SM"
"sod","SM"
"soda","MS"
"sodded",NA
"sodden","Y"
"sodding",NA
"sodium","M"
"sodomite","MS"
"sodomize","GDS"
"sodomy","M"
"soever",NA
"sofa","MS"
"soft","NRYXTP"
"softback",NA
"softball","MS"
"softbound",NA
"softcover",NA
"soften","DRZG"
"softener","M"
"softhearted",NA
"softness","M"
"software","M"
"softwood","SM"
"softy","SM"
"soggily",NA
"sogginess","M"
"soggy","RTP"
"soigne",NA
"soignee",NA
"soil","MDGS"
"soiled","U"
"soiree","SM"
"sojourn","ZGMDRS"
"sojourner","M"
"sol","SM"
"solace","DSMG"
"solar",NA
"solaria",NA
"solarium","M"
"sold",NA
"solder","ZGSMDR"
"solderer","M"
"soldier","MDYSG"
"soldiery","M"
"sole","FSDGM"
"solecism","SM"
"solely",NA
"solemn","PTRY"
"solemness","M"
"solemnify","DSG"
"solemnity","SM"
"solemnization","M"
"solemnize","DSG"
"solemnness","M"
"solenoid","MS"
"solicit","GDS"
"solicitation","SM"
"solicited","U"
"solicitor","SM"
"solicitous","PY"
"solicitousness","M"
"solicitude","M"
"solid","PSMRYT"
"solidarity","M"
"solidi",NA
"solidification","M"
"solidify","DSNG"
"solidity","M"
"solidness","M"
"solidus","M"
"soliloquies",NA
"soliloquize","DSG"
"soliloquy","M"
"solipsism","M"
"solipsistic",NA
"solitaire","MS"
"solitariness","M"
"solitary","SMP"
"solitude","M"
"solo","MDGS"
"soloist","MS"
"solstice","MS"
"solubility","IM"
"soluble","MS"
"solute's",NA
"solute","AXN"
"solutes",NA
"solution's","AE"
"solvable","IU"
"solve","EADSG"
"solved","U"
"solvency","IM"
"solvent","IMS"
"solver","SM"
"somatic",NA
"somatosensory",NA
"somber","PY"
"somberness","M"
"sombrero","MS"
"some",NA
"somebody","SM"
"someday",NA
"somehow",NA
"someone","MS"
"someplace",NA
"somersault","MDGS"
